No.,Chap,Sect,#,Question,Section Name,Short Text,Question Type,Chemical,LNG,LPG,Oil,Conditional,Hardware Response Type,Human Response Type,Process Response Type,ROVIQ List
8.6.9,8,6,9,"Were the Master and officers familiar with the company procedures for the use, inspection and testing of manifold reducers, spool pieces and other portable pipework, and were these items in satisfactory condition and properly fitted when in use?",Gas (common to all vessels under IGC Code),"Manifold reducers, spool pieces and other portable pipework",Rotational 2,FALSE,TRUE,TRUE,FALSE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Cargo Manifold"
8.6.10,8,6,10,"Were the Master and officers familiar with the company procedures for carrying out emergency discharge operations, and was any required additional equipment in satisfactory condition?",Gas (common to all vessels under IGC Code),Emergency discharge operations,Rotational 2,FALSE,TRUE,TRUE,FALSE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck"
8.6.11,8,6,11,"Were the Master and officers familiar with the company procedures for the regular inspection and maintenance of cargo and vapour pipeline insulation and expansion arrangements, and were these arrangements in satisfactory condition?",Gas (common to all vessels under IGC Code),Cargo and vapour pipeline insulation and expansion arrangements,Rotational 2,FALSE,TRUE,TRUE,FALSE,FALSE,Binary,None,Graduated,"Cargo Control Room, Main Deck"
8.6.12,8,6,12,"Were the Master and officers familiar with the company procedures relating to the safety, rescue and recovery equipment, including SCBAs, required by the IGC Code, and was the equipment ready for immediate use?",Gas (common to all vessels under IGC Code),"IGC safety, rescue and recovery equipment",Rotational 2,FALSE,TRUE,TRUE,FALSE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck"
8.6.13,8,6,13,"Were the Master and officers familiar with the company procedures addressing the protective equipment required by the IGC Code, and was this equipment in satisfactory condition and suitable for the products being handled?",Gas (common to all vessels under IGC Code),Protective equipment required by the IGC Code,Rotational 2,FALSE,TRUE,TRUE,FALSE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck"
8.6.14,8,6,14,"Were the Master and Officers familiar with the company procedures for the safe operation and maintenance of the reliquefaction plant, and was the equipment in satisfactory condition?",Gas (common to all vessels under IGC Code),Reliquefaction plant,Rotational 2,FALSE,TRUE,TRUE,FALSE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Compressor Room"
8.6.15,8,6,15,"Were the Master and officers familiar with the company procedures for the safe operation and maintenance of the cargo heaters, vaporisers and condensers, and was the equipment in satisfactory condition?",Gas (common to all vessels under IGC Code),"Cargo heaters, vaporisers and condensers",Rotational 2,FALSE,TRUE,TRUE,FALSE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Compressor Room"
8.6.16,8,6,16,"Were the Master and officers familiar with the filling limits (FL) and loading limits (LL) for the cargo tanks, and was this information readily available in the cargo control room or position?",Gas (common to all vessels under IGC Code),Filling Limits (FL) and Loading Limits (LL),Rotational 2,FALSE,TRUE,TRUE,FALSE,FALSE,None,Graduated,Graduated,Cargo Control Room
8.6.17,8,6,17,"Were the Master and officers familiar with the company procedures for the operation, inspection, testing and maintenance of the vent mast fire suppression system, and was the system in satisfactory condition?",Gas (common to all vessels under IGC Code),Vent mast fire suppression system,Rotational 2,FALSE,TRUE,TRUE,FALSE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck"
8.6.18,8,6,18,Were the Master and officers familiar with the company procedures for detecting water leakage into  hold or insulation spaces and for dealing with any water or liquid cargo that may have accumulated in these spaces?,Gas (common to all vessels under IGC Code),Water or liquid cargo leakage into a hold or insulation space,Rotational 2,FALSE,TRUE,TRUE,FALSE,FALSE,Binary,Graduated,Graduated,Cargo Control Room
8.6.19,8,6,19,"Were the Master and officers familiar with the company procedures for the operation of the submerged motor electric cargo pumps and the testing of their associated safety devices and alarms, and had these procedures been followed?",Gas (common to all vessels under IGC Code),Submerged motor electric cargo pumps,Rotational 2,FALSE,TRUE,TRUE,FALSE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck"
8.6.20,8,6,20,"Were the Master and officers familiar with the company procedures for the inspection, maintenance, testing and setting of the liquid line, hold, insulation and inter-barrier space relief valves?",Gas (common to all vessels under IGC Code),"Liquid line, hold, insulation and inter-barrier space relief valves",Rotational 2,FALSE,TRUE,TRUE,FALSE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck"
8.6.21,8,6,21,"Were the Master and Officers familiar with the company procedures that gave guidance on cargo tank environmental control during inerting, gas freeing and gassing up operations, thermal load hazards during tank cool-down, and the minimum cargo temperature?",Gas (common to all vessels under IGC Code),"Inerting, gas freeing and gassing up operations",Rotational 2,FALSE,TRUE,TRUE,FALSE,FALSE,None,Graduated,Graduated,Cargo Control Room
8.7.1,8,7,1,"Were the Master and officers familiar with the purpose and operation of the vessel’s Emergency Shut Down (ESD) systems, and was the equipment in good working order, regularly inspected, tested and maintained?",Shuttle Tanker Cargo Operations,BLS Emergency Shut Down (ESD) systems,Core,FALSE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,"Bow Loading Area, Bridge, Cargo Control Room"
8.7.2,8,7,2,"Were the Master and officers familiar with the company procedures, including appropriate arrival checklists, detailing the necessary checks and actions to be carried out when approaching an offshore terminal prior to DP and/or bow loading operations, and had these procedures been complied with?",Shuttle Tanker Cargo Operations,Checks when approaching an offshore terminal.,Rotational 1,FALSE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,"Bow Loading Area, Bridge, Cargo Control Room, Engine Control Room"
8.7.3,8,7,3,"Were the Master and officers familiar with the equipment for control and monitoring of the Bow Loading System (BLS), and was the equipment in good working order, regularly inspected, tested and maintained?",Shuttle Tanker Cargo Operations,Control and monitoring of the Bow Loading System (BLS),Rotational 1,FALSE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,"Bow Loading Area, Bridge, Cargo Control Room"
8.7.4,8,7,4,"Were the Master and officers familiar with the company procedures for the operation, inspection, testing and maintenance of the Bow Loading System (BLS), including alarms and indicators, and was the BLS area well maintained and free from oil.",Shuttle Tanker Cargo Operations,"Bow Loading System (BLS) operation, inspection, testing and maintenance.",Rotational 1,FALSE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,Bow Loading Area
8.7.5,8,7,5,"Were the Master and officers familiar with the location, purpose and operation of the deluge system in the bow loading system (BLS) area, and was the equipment in good working order, regularly inspected, tested and maintained?",Shuttle Tanker Cargo Operations,Deluge system in the bow loading system (BLS) area,Rotational 2,FALSE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,"Bow Loading Area, Bridge, Cargo Control Room"
8.7.6,8,7,6,"Were the Master and officers familiar with the location, purpose and operation of the fixed foam fire extinguishing system in the bow loading system (BLS) area, and was the equipment in good working order and regularly inspected, tested and maintained?",Shuttle Tanker Cargo Operations,Fixed foam fire extinguishing system in the bow loading system (BLS) area,Rotational 2,FALSE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,"Bow Loading Area, Bridge, Cargo Control Room"
8.7.7,8,7,7,Are all items of DP equipment in satisfactory condition and are they included in the Planned Maintenance System (PMS)?,Shuttle Tanker Cargo Operations,DP Equipment condition and maintenance,Rotational 2,FALSE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,"Bridge, Cargo Control Room, Chief Engineer's Office, Engine Control Room"
8.7.8,8,7,8,"Were the Master and officers familiar with the vessel’s DP FMEA, was the latest version available on board, and were any modifications to the DP system included?",Shuttle Tanker Cargo Operations,DP FMEA,Rotational 2,FALSE,FALSE,FALSE,TRUE,TRUE,None,Graduated,Graduated,"Bridge, Chief Engineer's Office, Documentation, Engine Control Room"
8.7.9,8,7,9,"Were the Master and officers familiar with the location, purpose and operation of the gas and fire detection systems in the bow loading system (BLS) area, and was the equipment in good working order, regularly tested, maintained and calibrated?",Shuttle Tanker Cargo Operations,Gas and fire detection systems in the bow loading system (BLS) area,Rotational 2,FALSE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,"Bow Loading Area, Bridge, Cargo Control Room"
8.8.1,8,8,1,"Were the Master and officers familiar with the company procedures for the operation, inspection, maintenance and testing of the cargo hold hatch-covers, and were the hatch covers in satisfactory condition?",OBO / Combination Carriers,Cargo hold hatch covers,Core,FALSE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck"
8.8.2,8,8,2,"Were the Master and officers familiar with the company procedures for changing cargo modes, including ship-specific checklists, and were there records to show that these procedures had been followed?",OBO / Combination Carriers,Changing between wet and dry cargoes,Rotational 2,FALSE,FALSE,FALSE,TRUE,TRUE,None,Graduated,Graduated,Cargo Control Room
8.99.1,8,99,1,"Were the Master and all officers directly involved in cargo transfer operations familiar with the company procedure for planning cargo and ballast transfers, and were records available to demonstrate that cargo operations had been planned in accordance with the company procedure and conducted in accordance with the agreed plan?",All types,Cargo and ballast transfer planning and execution.,Core,TRUE,TRUE,TRUE,TRUE,FALSE,None,Graduated,Graduated,Cargo Control Room
8.99.2,8,99,2,"Were the Master and all officers with a direct responsibility for cargo, tank cleaning or ballast operations familiar with the requirements of the ISGOTT Ship/Shore Safety Checklist (SSSCL) and, were appropriate sections of the SSSCL in use with all applicable provisions and agreements maintained throughout?",All types,Ship/Shore Safety Checklist (SSSCL),Core,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Compressor Room, Main Deck, Mooring Decks, Pumproom"
8.99.3,8,99,3,"Were the Master and officers familiar with the company procedures which provided guidance on the level of supervision and support for cargo / port operations, and were operations supervised and supported by an appropriate team in accordance with the company procedures?",All types,Cargo operations team composition.,Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,None,Graduated,Graduated,"Cargo Control Room, Main Deck"
8.99.4,8,99,4,"Were the Master and officers familiar with the company procedures for checking and testing cargo and ballast system valves, and were the valves and the remote control system in satisfactory condition?",All types,Cargo and ballast valve testing.,Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck"
8.99.5,8,99,5,"Were the Master and officers familiar with the company procedures for the operation, maintenance, testing, calibration and comparison of the fixed cargo tank level gauging system, and was the system in satisfactory condition and fully operational?",All types,Fixed cargo tank level gauging system.,Rotational 1,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck"
8.99.6,8,99,6,"Were the Master and deck officers familiar with the company procedure and manufacturer’s instructions for the periodic testing of the stability and loading instrument(s), and were records maintained to confirm that tests had been completed in accordance with the procedure?",All types,Stability and loading instrument(s),Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Cargo Control Room
8.99.7,8,99,7,"Where the vessel was subject to loading restrictions and/or intact stability concerns at any phase of a voyage or cargo operation, had the company developed procedures to manage these restrictions and/or concerns, and were the Master and cargo officers familiar with the company procedures?",All types,Loading limitations,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,None,Graduated,Graduated,Cargo Control Room
8.99.8,8,99,8,"Were the Master and officers familiar with the company procedures for the selection, inspection, testing and storage of cargo transfer hoses, and were the hoses in satisfactory condition?",All types,Cargo Transfer hoses.,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck"
8.99.9,8,99,9,"Were the Master and officers familiar with the company procedures for  periodically verifying the accuracy of cargo and ballast system controls and indicators, and were legible and up-to-date pipeline and/or mimic diagrams available at the cargo control location(s) and in the pumproom(s) as applicable?",All types,"Cargo and ballast system controls, indicators, mimics and displays.",Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,None,Graduated,"Cargo Control Room, Engine Control Room, Pumproom"
8.99.10,8,99,10,"Were the Master and officers a familiar with the company procedures for the inspection and maintenance of the bonding arrangements for independent cargo tanks, process plant and cargo pipelines and, were these arrangements in satisfactory condition?",All types,Cargo system bonding arrangements.,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Main Deck
8.99.11,8,99,11,"Was there a procedure in place to complete an independent check of the entire cargo liquid, vapour and venting pipeline system prior to commencement of cargo operations to ensure that valves, vacuum breakers, sampling connections, drains and unused connections or interconnections were correctly set, and blanked or capped, where appropriate?",All types,Independent verification of cargo piping systems line up.,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Main Deck"
9.1.1,9,1,1,"Were the Master and deck officers familiar with the company procedures for the testing and correct operation of the mooring winch brakes, and were records available to demonstrate that brakes had been tested periodically, after maintenance or when there was evidence of premature brake slippage?",Mooring Equipment Management,Testing and correct operation of the mooring winch brakes,Core,TRUE,TRUE,TRUE,TRUE,FALSE,Graduated,Graduated,Graduated,"Cargo Control Room, Documentation, Mooring Decks"
9.1.2,9,1,2,Was the vessel satisfactorily moored in accordance with both the terminal mooring plan and the mooring configurations permitted by the vessel’s Mooring System Management Plan?,Mooring Equipment Management,Was the vessel satisfactorily moored,Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,None,Graduated,Graduated,"Cargo Control Room, Documentation, Mooring Decks"
9.1.3,9,1,3,"Were the Master, deck officers, and ratings involved with mooring operations, familiar with the content of the Line Management Plan and was the plan maintained in accordance with company instructions with mooring line, mooring tail and joining shackle certificates available for each item included within the Line Management Plan?",Mooring Equipment Management,Line Management Plan (LMP) implementation.,Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,Graduated,Graduated,Graduated,"Cargo Control Room, Documentation, Mooring Decks"
9.1.4,9,1,4,"Did all mooring lines, mooring tails and joining shackles, including those carried as spares, meet industry guidelines?",Mooring Equipment Management,"Mooring lines, tails and mooring shackles.",Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Graduated,None,Graduated,Documentation
9.2.1,9,2,1,"Were the Master and all officers familiar with the vessel specific emergency towing procedure, and was the emergency towing equipment, where fitted, in satisfactory condition and ready for immediate use?",Emergency Towing Arrangement,Emergency towing procedure and equipment,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Aft Mooring Deck, Bridge, Cargo Control Room, Forecastle"
9.3.1,9,3,1,"Were the Master and deck officers familiar with the company procedures for anchoring operations, and were records available to confirm that recent anchoring operations had been conducted in compliance with company expectations?",Mooring and Anchoring Procedures,Anchoring operations,Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Bridge, Forecastle"
9.4.1,9,4,1,"Were the Master, deck officers and deck ratings familiar with the company procedure that defined mooring team supervision and composition for the various mooring and anchoring operations likely to be undertaken, and was evidence available that each mooring work space had been supervised and manned in accordance with company expectations?",Mooring and Anchoring Team Management,Mooring team supervision and composition,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,None,Graduated,Graduated,"Cargo Control Room, Documentation, Mooring Decks"
9.4.2,9,4,2,Were the deck officers and ratings involved with mooring operations familiar with the safe operation of the mooring winches and the dangers of working with and around mooring lines during mooring operations and while under tension?,Mooring and Anchoring Team Management,Dangers of working with and around mooring lines,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Mooring Decks"
9.5.1,9,5,1,"Were the appropriate industry checklists used during STS operations, and were comprehensive records of these operations maintained?",STS Operation Management,STS operations checklists,Core,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Bridge, Cargo Control Room, Mooring Decks"
9.5.2,9,5,2,"Where the vessel was involved in an “at sea” STS operation, was an accurate Joint Plan of Operation available onboard, were the Master and deck officers familiar with its content, and were operations being conducted in accordance with its requirements?",STS Operation Management,STS Joint Plan of Operation (JPO),Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Bridge, Cargo Control Room, Documentation, Interview - Deck Officer, Interview - Deck Rating"
9.5.3,9,5,3,"Were the Master, officers and deck ratings familiar with the vessel’s STS Operations Plan?",STS Operation Management,STS Operations Plan,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,None,Graduated,Graduated,"Bridge, Cargo Control Room, Engine Control Room, Main Deck"
9.6.1,9,6,1,Were the vapour collection system manifold arrangements suitable for hose handling at buoy moorings?,Single Point Mooring,Vapour hose securing arrangement for buoy moorings.,Rotational 1,FALSE,FALSE,FALSE,TRUE,TRUE,Binary,None,None,Cargo Manifold
9.6.2,9,6,2,Were the Master and officers familiar with the company procedures for mooring at an SPM or F(P)SO and were the fittings required accurately described in the HVPQ?,Single Point Mooring,SPM mooring arrangements.,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Documentation, Forecastle"
9.7.1,9,7,1,"Were the Master and officers familiar with the company procedures for the operation, inspection, testing and maintenance of the bow mooring system for offshore terminals, and was the equipment in satisfactory condition?",Shuttle Tanker Mooring Systems,Shuttle tanker bow mooring system,Rotational 2,FALSE,FALSE,FALSE,TRUE,TRUE,Binary,Graduated,Graduated,Forecastle
10.1.1,10,1,1,"Had the Chief Engineer prepared Standing Orders, supplemented by Daily Orders, which emphasised and reinforced the company expectations with regards to engine room management and, if so, had all engineer officers signed to acknowledge their understanding of the same?",Engineering Procedures,Chief Engineer's standing and daily orders,Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,None,Graduated,Graduated,Engine Control Room
10.1.2,10,1,2,"Were the Chief Engineer and engineer officers familiar with the company procedures for testing main propulsion, steering gear, thrusters and power generation plant prior to use and at critical points during a voyage or operation, and were checklists and log book entries completed as required?",Engineering Procedures,"Testing main propulsion, steering gear, thrusters & power generation plant",Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,None,Graduated,Graduated,"Engine Control Room, Steering Gear"
10.1.3,10,1,3,"Were the Chief Engineer and engineer officers familiar with company procedures for periodic rounds and monitoring of the machinery space, and were log book entries and checklists available to confirm that the rounds had been completed as required?",Engineering Procedures,Periodic rounds of machinery space for non-UMS vessels,Rotational 1,TRUE,TRUE,TRUE,TRUE,TRUE,None,Graduated,Graduated,Engine Control Room
10.1.4,10,1,4,"Were the Chief Engineer and engineer officers familiar with company procedures for periodic machinery space rounds and monitoring of the machinery space during both manned and unmanned (UMS) periods, and were log book entries and checklists available to confirm that the inspections had been completed as required?",Engineering Procedures,Periodic machinery space rounds during both manned and unmanned (UMS) periods,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,Engine Control Room
10.1.5,10,1,5,"Were the Chief Engineer and engineer officers familiar with the operation, inspection and testing of the means provided to control propulsion machinery and related auxiliary systems locally in the event of failure of a remote-control system?",Engineering Procedures,Local control of propulsion machinery,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Engine Control Room, Engine Room"
10.2.1,10,2,1,Were the officers familiar with the starting procedure for the emergency generator and were records available to demonstrate that the emergency generator had been tested according to company procedures?,Machinery Status,Emergency generator,Core,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,Exterior Decks
10.2.2,10,2,2,"Were the Chief Engineer and engineer officers familiar with the company procedures for the regular inspection, maintenance and testing of the ship’s emergency batteries, and were the batteries fully charged and in satisfactory condition?",Machinery Status,Battery emergency source of power.,Core,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Engine Control Room, Engine Room"
10.2.3,10,2,3,"Were the Chief Engineer and engineer officers familiar with the company procedures for the operation, calibration and maintenance of the exhaust gas cleaning system (EGCS), and were required safety and regulatory measures being complied with?",Machinery Status,Exhaust gas cleaning system (EGCS),Rotational 1,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Chief Engineer's Office, Engine Control Room, Engine Room"
10.2.4,10,2,4,"Were seawater pipelines, sea chests and seawater pumps in satisfactory condition and free of temporary repairs?",Machinery Status,seawater pipelines,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Graduated,Graduated,Graduated,Engine Room
10.2.5,10,2,5,"Were the officers familiar with the company procedure for testing the bilge monitoring devices within their area of responsibility, and were records available to demonstrate that the bilge monitoring devices and associated alarms had been tested in accordance with the company procedure?",Machinery Status,Bilge monitoring devices,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Bridge, Cargo Control Room, Engine Room, Forecastle"
10.2.6,10,2,6,"Were the Chief Engineer and engineer officers familiar with the company procedures for the operation, inspection and testing of the emergency air compressor and emergency air reservoir, and was the equipment in satisfactory condition?",Machinery Status,Emergency compressed air machinery starting system.,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,Engine Room
10.3.1,10,3,1,"Was suitable deck insulation provided to the front and rear of electrical switchboards, and was it in good order?",Safety Management,Switchboard deck insulation.,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,None,None,"Engine Control Room, Engine Room"
10.3.2,10,3,2,"Were the engineer officers familiar with the purpose and setting of the insulation monitoring devices provided on the primary and secondary distribution systems, and were the distribution switchboards free of significant earth faults?",Safety Management,Electrical distribution system switchboard earth monitoring.,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Engine Control Room
10.3.3,10,3,3,"Were the Chief Engineer and engineer officers familiar with the company procedures for safe entry into the machinery space(s) during UMS operation, including the operation and testing of the dead man alarm, if fitted?",Safety Management,Entry into the machinery space during UMS.,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Bridge, Engine Control Room, Engine Room, Interview - Engineer Officer"
10.3.4,10,3,4,"Were the Chief Engineer and engineer officers familiar with the operation of the engineers’ alarm, and was the alarm in good order, tested regularly and the results recorded?",Safety Management,Engineers' alarm.,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Engine Control Room, Engine Room, Interview - Engineer Officer"
10.3.5,10,3,5,"Were the Chief Engineer and engineer officers familiar with the operation of the machinery alarm, and was the alarm in good order, tested regularly and the results recorded?",Safety Management,Machinery alarm,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Bridge, Engine Control Room, Interview - Deck Officer, Interview - Engineer Officer"
10.3.6,10,3,6,"Were the Master and officers familiar with the company procedures for the operation, inspection and regular testing of watertight doors, and were the watertight doors in satisfactory condition?",Safety Management,Watertight doors.,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Bridge, Engine Room"
10.3.7,10,3,7,"Was gas welding and cutting equipment in good order, and spare oxygen and acetylene cylinders stored apart in a well-ventilated location outside of the accommodation and engine room?",Safety Management,Gas welding and cutting equipment.,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,None,None,"Engine Room, Exterior Decks"
10.3.8,10,3,8,"Were engineer officers and ratings familiar with the safety precautions for the use of electric welding equipment, were these safety precautions posted, and was the equipment in satisfactory condition?",Safety Management,Electric welding equipment.,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Engine Room, Interview - Engine Rating"
10.4.1,10,4,1,"Were the responsible vessel staff familiar with the company procedure for managing and using the planned maintenance system, and was the system updated with an accurate record of onboard maintenance and spare parts in accordance with the procedure?",Planned Maintenance Systems,Planned maintenance system (PMS),Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Cargo Control Room, Chief Engineer's Office, Engine Control Room"
10.4.2,10,4,2,Did the vessel operator subscribe to a lube oil and hydraulic oil analysis program and was a procedure in place to act on the results and trends identified by the analysis?,Planned Maintenance Systems,Lube oil and hydraulic oil analysis program,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,Chief Engineer's Office
10.5.1,10,5,1,"Were the Master, Chief Engineer, officers, and ratings involved in bunkering operations, familiar with the company bunkering procedures, and were records available to demonstrate that bunker operations had been planned and conducted in accordance with the company procedure?",Conventional Bunkering Management,Conventional bunkering operations,Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,None,Graduated,Graduated,"Chief Engineer's Office, Engine Control Room, Engine Room"
10.5.2,10,5,2,"Were the Chief Engineer and  engineer officers familiar with the company procedures for bunker fuel oil sampling and analysis, and were records available to demonstrate that samples had been taken and retained or analysed in accordance with the procedure?",Conventional Bunkering Management,Bunker fuel oil sampling and analysis,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Chief Engineer's Office, Engine Control Room"
10.5.3,10,5,3,"Were the Chief Engineer and senior engineer officers familiar with the company and vessel specific fuel changeover procedures, and were records available to demonstrate that fuel grade changeovers had been completed in compliance with the procedures and MARPOL regulations?",Conventional Bunkering Management,Fuel change over procedures,Rotational 2,TRUE,TRUE,TRUE,TRUE,FALSE,None,Graduated,Graduated,"Chief Engineer's Office, Engine Control Room"
10.6.1,10,6,1,"Were the Master and officers familiar with the location, purpose and operation of the LNG fuel tank water-spray system for cooling and fire prevention on deck, and was the equipment in good working order, regularly inspected, tested and maintained?",LNG Bunkering Management,LNG fuel tank water-spray system,Rotational 2,TRUE,FALSE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,Main Deck
10.6.2,10,6,2,"Were the Chief Engineer, and those officers and ratings, involved in LNG bunkering operations, familiar with the functions of the vessel’s LNG (or other low-flashpoint fuel) bunkering Emergency Shut Down (ESD) systems, and was the equipment in good working order, regularly inspected, tested and maintained?",LNG Bunkering Management,LNG gas fuel bunkering ESD system,Rotational 1,TRUE,FALSE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,Cargo Manifold
10.6.3,10,6,3,"Were the Chief Engineer, and those officers and ratings involved in LNG bunkering operations, familiar with the company LNG (or other low-flashpoint fuel) bunkering procedures, and were records available to demonstrate that bunker operations had been planned and conducted in accordance with the company procedures?",LNG Bunkering Management, LNG (or other low-flashpoint fuel) bunkering procedures.,Rotational 1,TRUE,FALSE,TRUE,TRUE,TRUE,None,Graduated,Graduated,"Chief Engineer's Office, Engine Control Room, Interview - Engine Rating"
10.6.4,10,6,4,Were the safety measures at the bunkering control station and bunkering manifold area in satisfactory condition?,LNG Bunkering Management,LNG fuel bunkering control station and manifold.,Rotational 2,TRUE,FALSE,TRUE,TRUE,TRUE,Binary,None,None,"Aft Mooring Deck, Main Deck"
10.7.1,10,7,1,"Were the Master and officers familiar with the location, purpose, testing and operation of the vessel’s remote controls for fuel and lube oil valves, emergency fuel and lube oil pump shut-offs and oil tank quick closing valves, and were the systems in good working order?",Fire Protection Measures,Remote controls for fuel and lube oil system valves,Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,"Emergency Headquarters., Engine Control Room, Engine Room"
10.7.2,10,7,2,"Were the Master and officers familiar with the measures to prevent fire in the machinery spaces caused by flammable liquid spraying onto a hot surface and, were the protective measures provided regularly inspected and properly maintained?",Fire Protection Measures,Fire prevention in machinery spaces - hot surfaces and oil spray,Rotational 1,TRUE,TRUE,TRUE,TRUE,FALSE,Binary,Graduated,Graduated,Engine Room
10.7.3,10,7,3,"Were the main engine crankcase oil mist detectors, engine bearing temperature monitors or equivalent devices and associated alarms in good order?",Fire Protection Measures,Main engine crank case monitoring.,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,"Engine Control Room, Engine Room"
10.7.4,10,7,4,"Where hydraulic power packs were located within the main engine compartment, were fire protection measures provided, and if so, where they in satisfactory condition?",Fire Protection Measures,Hydraulic power packs fire protection measures.,Rotational 2,TRUE,TRUE,TRUE,TRUE,TRUE,Binary,Graduated,Graduated,Engine Room
